"id","job_title","job_link","job_location","job_state","company_name","publication_date","experience","work_time","field","function","category","link_id","job_desc","level_of_experience","work_model"
2448,Engenheiro de dados,https://www.linkedin.com/jobs/search?keywords=%22Engenheiro%20De%20Dados%22&location=Brasil&geoId=106057199&f_TPR=r86400&position=1&pageNum=0&currentJobId=3624202251,São Paulo,SP,Capitani Group,,,Temporário,,,Engenheiro de Dados,"3624202251","Responsabilidades e atribuições:

Participar de reuniões de levantamento de necessidades junto às áreas de negócios da empresa;
Propor e orientar quanto as boas práticas de sanitização de dados e extração para montagem de bases eficientes;
Desenvolver trabalhos de criação de relatórios e indicadores;
Realizar o levantamento de necessidades, definição de escopo e realizar a estimativa de prazos de desenvolvimento;
Desenvolver Relatórios e Dashboards em Power BI e Reporting Services. Construir querys e analisar dados através do SQL Server;
Consultoria interna para implementar as melhores práticas de desenvolvimento e garantir a qualidade nos processos;
Apresentação e prestação de contas dos resultados dos planos de ação;
Implementação de processo de melhoria contínua;
Priorizar e acompanhar o andamento das demandas de equalização de KPIs;
Requisitos e qualificações:

Superior Completo em Sistemas da Informação, Engenharia da Computação, e Cursos de Tecnologia Correlatos;
Desejável Especialização em Dados;

Conhecimentos em Banco de dados SQL Server, Excel, Power BI e Modelagem de Dados;
Vivência em Processos de ETL: DataStage, SSIS ou outros;
Vivência prática em Azure Data Factory, SQL Server, Synapses Analytics, Mongo DB, Event Hub, Cosmos DB, ACI e AKS;
Vivência com processos de CI/CD e Azure DevOps;
Vivência com as linguagens Python e/ou Spark;
Sólidos conhecimentos no Ecossistema Azure;
Desejável vivência em Marketing Analytics, com atuação integrada com CRM.
Desejável conhecimentos em plataformas CDP;
Desejável certificações Microsoft DP-203 e MB-260;
Reporting Services;",Não Informado,Híbrido
2386,Engenheiro de Dados Pleno | GCP,https://www.linkedin.com/jobs/search?keywords=%22Engenheiro%20De%20Dados%22&location=Brasil&geoId=106057199&f_TPR=r86400&position=13&pageNum=0&currentJobId=3622667117,São Paulo,SP,Cognitivo.ai,,,Tempo integral,,,Engenheiro de Dados,"3622667117","Estamos com projetos para Engenheiros de Dados com foco em GCP, que tenham disponibilidade de atuar de forma 100% remota, por cerca de 40 horas semanais (full time).

Para essa posição você deve ter:
Graduação em Ciência da Computação, Engenharias ou área correlata;
Atuação de no mínimo de 3 anos como Engenheiro de Dados com experiência em GCP e Databricks;
Experiência prática em projetos de implementação de dados na GCP Cloud, utilizando componentes como o Databricks, Dataflow, Cloud Composer, Data Pub/Sub, Big Query, Cloud Storage etc;
Conhecimentos em VPN e VPC;
Capacidade de utilizar ETL para manipulação de dados com SQL;
Conhecimento a linguagem Python;
Conhecimento de SAP e Kafka;
Experiência com AWS ou Azure será um diferencial;
Proatividade, senso de urgência e autonomia para puxar demandas e conduzir processos.

Suas principais responsabilidades:
Desenvolvimento de deltas para carregar tabelas personalizadas;
Desenvolvimento da integração Vtex <> SAP utilizando Kafka;
ETL / ELT - manipulação de dados com SQL;
Criação de streaming de dados utilizando: Pub / Sub - DataFlow - BigQuery;
Extrair os dados de diversas fontes para ingestão nas plataformas de Big Data, Bancos Relacionais e Não Relacionais;
Desenvolver, testar e modelar arquiteturas que permitam a extração e transformação de dados para modelagem preditiva ou prescritiva;
Garantir que a arquitetura suporta os requisitos das partes interessadas (equipes de Cientistas de Dados e Business Intelligence) e do negócio em geral.",Pleno,Remoto
2595,CIENTISTA DE DADOS SENIOR,https://www.linkedin.com/jobs/search?keywords=%22Cientista%20De%20Dados%22&location=Brasil&geoId=106057199&f_TPR=r86400&position=8&pageNum=0&currentJobId=3627865548,São Paulo,SP,Clear Sale,,Pleno-sênior,Tempo integral,Publicação na Internet,Engenharia e Tecnologia da informação,Cientista de Dados,"3627865548","A área de Modelagem da ClearSale assume uma posição fundamental e estratégica dentro da empresa, sendo a principal responsável pela construção e gestão dos modelos estatísticos presentes nas soluções antifraudes de nossos clientes. Aqui você usará sua capacidade analítica em conjunto ao seu espírito investigativo para conhecer, explorar e mapear diversos tipos de fraudes. Além disso, através desse conhecimento adquirido, criar os melhores algoritmos de prevenção da mesma. Você terá a oportunidade de trabalhar em um ambiente descontraído e informal, junto a profissionais de diversas áreas de formação e forte domínio em estatística, tecnologia, analytics, programação, além da mesma paixão por dados. Estamos sempre em busca de pessoas com muita energia, que tenham facilidade de lidar com números e estejam motivadas a resolver problemas, sempre interagindo com outras áreas internas para auxiliar na melhoria e eficiência dos nossos produtos e ferramentas de gestão de risco. O que esperamos dos que se interessam nesta vaga: É apaixonado por novas tecnologias e técnicas de modelagem para aplicar ao negócio. Tem habilidade em manipular grandes volumes de dados e programação. Gosta e possui elevada autonomia para condução de suas atividades. Possui capacidade para trabalhar de forma colaborativa e sempre no espírito de equipe. É curioso e motivado a resolver novos problemas. Desafios da área: Aliar a elaboração de modelos estatísticos complexos a problemas específicos de negócio, garantindo índices cada vez maiores de aprovações automáticas de baixíssimo risco. Criação de modelos visando captura de fraude, utilizando conceitos estatísticos e de machine learning. Analisar o cenário do problema a ser resolvido e criar variáveis em cima de insights. Acompanhamento de performances e pontos de melhoria, aprimorando continuamente os modelos existentes para tornar o bom ainda melhor. Aliar alta qualidade de projetos de modelos com rápida entrega, atendendo as demandas e especificidades de cada segmento. Atualizar-se constantemente em relação a novas práticas para combate a fraudes e tecnologias de análise de dados. O que você precisa para participar: Ter grande experiência em desenvolvimento de algoritmos e modelagem de risco. Forte domínio de conceitos estatísticos: teorias probabilísticas, técnicas de amostragem e os principais estimadores e suas propriedades. Conhecimentos avançados em Python e SQL. Prática em otimização, padronização e versionamento de códigos GIT. Alta capacidade de transmitir conceitos técnicos de forma didática. Superior completo. Horário de Trabalho : Horário Flexível Local: 100% home office Salário: A combinar Benefícios Oferecidos: Participação e lucros e resultados. Vale Refeição ou Vale Alimentação. Auxílio Creche para crianças até 4 anos e 11 meses. Seguro de Vida. Gympass. Sesc. Cartão Multibenefícios Alelo – (com desconto na compra de diversos itens na rede credenciada, incluindo medicamentos em diversas redes de farmácias). Assistência Médica e Odontológica Bradesco. Benefícios adicionais com atividades disponíveis na Clearsale: Flexibilidade de horário. Política Educacional para Graduação e Pós Graduação. Programa eu Saudável (Acompanhamento de saúde e bem estar). Programa Primeiros Laços (Acompanhamento Gestacional). Consultas médicas remotas. Palestras de desenvolvimento pessoal e profissional. Todas as nossas posições também são destinadas as pessoas com deficiência. Na ClearSale respeitamos a diversidade, temos uma cultura totalmente inclusiva que busca a equidade e valoriza as diferenças).

Beneficios

Formação Acadêmica:

Não informado

Experiência

Salário:

A combinar

Cargo

Programador

Empresa

Clear Sale

Atua com soluções de prevenção e gerenciamento de risco nos mais diversos segmentos

Ramo

Informática/ Tecnologia",Sênior,Presencial
2597,CIENTISTA DE DADOS WEB3 SENIOR,https://www.linkedin.com/jobs/search?keywords=%22Cientista%20De%20Dados%22&location=Brasil&geoId=106057199&f_TPR=r86400&position=10&pageNum=0&currentJobId=3627870025,São Paulo,SP,Clear Sale,,Pleno-sênior,Tempo integral,Publicação na Internet,Engenharia e Tecnologia da informação,Cientista de Dados,"3627870025","Venha trabalhar na área de inovação da empresa mais amada do Brasil! O ClearXplore é uma iniciativa da Clearsale S/A, empresa pioneira e líder em gestão de risco de fraude no Brasil, para explorar novas oportunidades de negócio. É um centro de empreendedorismo tecnológico que busca resolver novos problemas, gerando ainda mais valor e confiança entre o mercado e o consumidor. Querem os um profissional de dados que deseja uma carreira intraempreendedora, contribuindo desde o mapeamento do problema até a proposta de solução, e seja bom em encontrar padrões e irregularidades, gerando insights úteis para a resolução do problema e que, com isso, consiga criar algoritmos de inteligência artificial e atuar em novas oportunidades, com apoio da maior base de comportamento do consumidor digital do Brasil. Você vai atuar em um time pequeno, ágil e formado por profissionais de diferentes áreas que, juntos, são capazes de construir um novo negócio. Vem com a gente se você é uma pessoa que: Tem alta capacidade de iniciativa e sede por respostas. Conhecimento em WEB3. É apaixonado por resolver problemas. Tenha experiência em reconhecimento de padrões. Tem postura empreendedora, autonomia e que faz acontecer atravessando barreiras. Pessoas com pensamento analitico apurado e bom domínio de conceitos estatísticos. Com boa experiência em linguagens de programação (Ex.: SQL, R, Python, etc.). Sabe trabalhar em equipe (acreditamos muito em 'nós' ao invés de 'eu'). É capaz de conversar em inglês no nível intermediário. Responsabilidades e Atribuições: Você irá participar de uma iniciativa começando do zero e desenvolvendo ela para ser uma startup grande: Participar da criação do produto e maneiras de viabilizá-lo. Engajar e negociar entregas com áreas internas. Contato direto com cliente para entender o negócio, gerar insight, apoiar a venda. Gerar actionable insights utilizando-se de técnicas de Analytics. Desenvolver Modelos Estatísticos /Segmentações/Regras (criação, análise e manutenção de modelos baseados em algoritmos estatísticos e técnicas de machine learning, usando linguagens R, Python e SQL). Manipular grandes volumes de dados. Obtenção e tratamento/limpeza dos dados. análise de dados e modelagem. comunicação dos resultados. Negociação de prazos e 'entregáveis' com executivos e áreas parceiras. Montar e apresentar materiais para as áreas interessadas. Horário de Trabalho : Horário Flexível Local: 100% home office Salário: A combinar Benefícios Oferecidos: Participação nos lucros e resultados. Vale Refeição ou Vale Alimentação. Auxílio Creche para crianças até 4 anos e 11 meses. Seguro de Vida. Gympass. Sesc. Cartão Multibenefícios Alelo – (com desconto na compra de diversos itens na rede credenciada, incluindo medicamentos em diversas redes de farmácias). Assistência Médica e Odontológica Bradesco. Benefícios adicionais com atividades disponíveis na Clearsale: Flexibilidade de horário. Política Educacional para Graduação e Pós Graduação. Programa eu Saudável (Acompanhamento de saúde e bem estar). Programa Primeiros Laços (Acompanhamento Gestacional). Consultas médicas remotas. Palestras de desenvolvimento pessoal e profissional. Todas as nossas posições também são destinadas as pessoas com deficiência. Na ClearSale respeitamos a diversidade, temos uma cultura totalmente inclusiva que busca a equidade e valoriza as diferenças.

Beneficios

Formação Acadêmica:

Não informado

Experiência

Salário:

A combinar

Cargo

Cientista de Dados

Empresa

Clear Sale

Atua com soluções de prevenção e gerenciamento de risco nos mais diversos segmentos

Ramo

Informática/ Tecnologia",Sênior,Presencial
2540,Analista de Dados Junior (PCD),https://www.linkedin.com/jobs/search?keywords=%22Analista%20De%20Dados%22&location=Brasil&geoId=106057199&f_TPR=r86400&position=25&pageNum=2&currentJobId=3627848768,São Paulo,SP,Hiring Consultoria e Gestao de Pessoas,,Pleno-sênior,Tempo integral,Serviços de recursos humanos,Tecnologia da informação,Analista de Dados,"3627848768","Atuará nas atividades internas e demais funções pertinentes ao cargo. Necessário conhecimento na área de atuação.

Beneficios

Formação Acadêmica:

Não informado

Experiência

Salário:

A combinar

Cargo

Analista de Dados

Empresa

Hiring Consultoria e Gestao de Pessoas

Recrutamento e Seleção.

Ramo

Recursos Humanos/ Recrutamento e seleção",Júnior,Presencial
2593,Cientista de Dados Sênior,https://www.linkedin.com/jobs/search?keywords=%22Cientista%20De%20Dados%22&location=Brasil&geoId=106057199&f_TPR=r86400&position=6&pageNum=0&currentJobId=3623818716,São Paulo,SP,Dexco,,Pleno-sênior,Tempo integral,Construção,Engenharia e Tecnologia da informação,Cientista de Dados,"3623818716","Job Description

Buscamos uma (um) Cientista de Dados Sênior para o time de Data & Analytics.

Se você tem atitude de dono, acredita na liderança pelo exemplo e tem interesse em fazer parte de um ambiente colaborativo, que fomenta a inovação e acredita na diversidade, o seu ambiente é aqui na Dexco.

Inscreva-se e venha fazer parte da nossa jornada de transformação.

Com o propósito de oferecer Soluções para Melhor Viver, nós somos parte do dia a dia das cidades e da vida das pessoas por meio das marcas Deca, Hydra, Ceusa, Portinari, Durafloor e Duratex. Temos 5 unidades florestais (MG, SP e RS) e 16 unidades industriais no Brasil (MG, SC, RS, SP, PB, PE, SE e RJ), 3 fábricas na Colômbia e 100% da plataforma Viva Decora.

Responsibilities and assignments

Atendimento a todas as unidades da Dexco;
Disseminar a cultura de Analytics, Machine Learning e IA;
Manutenção em projetos de IA/ML já existentes e auxiliando na criação de novos projetos às áreas de negócio;
Manter/alimentar/alterar os processos de IA/ML já estabelecidos na área;
Auxiliar em projetos encabeçados pelo cientista de dados especialista;
Interface com consultorias externas em determinados projetos;

Requirements And Qualifications

Ensino superior completo na área de tecnologia, estatística ou similares;
Cursos voltados à Machine Learning, Data Science e IA;
Experiência na área de Analytics e/ou Análise de Dados (inclusive comercial);
SQL Avançado;
Python Intermediário(para desenvolvimento de modelos ML/IA);
Aplicações anteriores em ML/IA (comerciais ou acadêmicas);
Desejáveis: Conhecimentos técnicos em PySpark;
Desejáveis: Experiências prévias com Databricks;
Desejáveis: Experiência no ambiente AWS.
Analistas de dados com experiência e que estão iniciando a carreira de cientista de dados serão bem-vindos!

Additional information

100% home office.

QUEM SOMOS?

SOMOS DEXCO

Uma empresa multinegócios e detentora das marcas Deca, Portinari, Hydra, Duratex, Castelatto, Ceusa e

Durafloor, a Dexco é a maior empresa produtora de painéis de madeira industrializada do Brasil, referência na produção de louças e metais sanitários no hemisfério Sul e uma das maiores fabricantes de revestimentos do país. Com mais de 70 anos de

história, e mais de 13 mil colaboradores, a empresa tem sede em São Paulo econta com 24 unidades industriais e florestais no Brasil e na Colômbia.

Sob a promessa de marca – Viver Ambientes – a Dexco vive um novo momento e concretiza o propósito de oferecer Soluções para Melhor Viver, com perfil centrado no consumidor e busca por facilitar a jornada de construção e reforma, alinhada à sua preocupação com o ESG.

Em 2021 criou o DX Ventures, fundo de Corporate Venture Capital, para investir em startups e scale-ups que consigam endereçar essas questões. Faz parte ainda de uma joint venture – LD Celulose – para a fabricação de celulose solúvel.

Nosso Propósito é oferecer ""Soluções para Melhor Viver"" e, para isso, buscamos pessoas criativas, abertas ao novo, que saibam trabalhar de forma colaborativa, alinhadas com o nosso propósito e dispostas a trilhar uma jornada de transformação cultural. Por isso, estamos sempre em busca de novos talentos que queiram dividir esse desafio conosco.

Alinhado a nossa cultura, temos como objetivo tornar a Dexco um lugar mais inclusivo, onde os colaboradores possam ser quem realmente são e sejam valorizados pelas suas diferenças. Buscamos talentos com diferentes características e que queiram estar conosco nessa jornada de transformação!

Saiba mais em: https://www.dex.co/",Sênior,Híbrido
2590,Cientista de Dados Sr. (Saúde),https://www.linkedin.com/jobs/search?keywords=%22Cientista%20De%20Dados%22&location=Brasil&geoId=106057199&f_TPR=r86400&position=3&pageNum=0&currentJobId=3627553295,São Paulo,SP,Porto,,Pleno-sênior,Tempo integral,Seguros,Engenharia e Tecnologia da informação,Cientista de Dados,"3627553295","Job Description

A Gerência de Preços e Gestão Analítica da Vertical Saúde, ligada à Diretoria de Produtos, é responsável pelo desenvolvimento e manutenção dos modelos de risco e de elasticidade que compõem o processo de precificação, renovação, gestão analítica e de portfólio, no intuito de contribuir na estratégia de preços e subscrição dos produtos Saúde, Odontológico e Ocupacional.

Responsibilities and assignments

Pesquisar técnicas e metodologias para construir modelos preditivos utilizando técnicas de aprendizado de máquina que geram insights para solucionar problemas de negócio;
Elaborar a scoragem dos modelos de risco já implantados e a partir dessa informação gerar insumos para tomada de decisão para atualização dos modelos;
Realizar modelos de otimização de preços em parceria com as áreas de inteligência analítica.

Requirements And Qualifications

Formação superior completa (desejável: Ciências Atuarias, Estatística, Administração, Engenharia, Economia ou cursos correlatos);
Domínio de Modelagem Estatística e conhecimento em outras técnicas (ML e IA);
Conhecimento em SAS (avançado), Python ou R (intermediário);
Conhecimento de negócio e visão sistêmica das transversalidades.

Additional information

Nossos benefícios e local de trabalho:

Pai, mãe e filhos: Auxílio creche ou babá, para o seu bem mais precioso ser muito bem cuidado!

Vale Alimentação e Refeição: Seu VR e VA são Flex, para que você atenda sua necessidade

Vale-Transporte: Para nos encontrarmos na Companhia.

Plano Odontológico: Pra você dar aquele sorrisão bonito.

Plano de Saúde: É importante se cuidar e estar bem.

Seguro de Vida: Pra cuidarmos do nosso bem maior: nossos PortoLovers.

Participação nos Lucros: Pois você é a peça chave do nosso sucesso.

Previdência Privada: Para garantir um futuro tranquilo para você!

Desconto em Produtos e Serviços: Porque nossos PortoLovers também merecem ter os melhores serviços do mercado!

Bolsa de estudos

Cursos de Idiomas

Gympass

Local de trabalho: Campos Elísios

Modelo de Trabalho: Híbrido

Na Porto, Você Importa!

A Porto é muito mais que uma seguradora: é um ecossistema gigante que utiliza tecnologia para criar soluções, através de três verticais de negócio: Porto Seguro, Porto Saúde e Porto Bank. A reputação e o reconhecimento conquistados ao longo de mais de 7 décadas reforçam o tamanho da Porto, uma empresa referência em negócios, feita para e por pessoas.

Aqui, bate no peito de 13 mil colaboradores o orgulho de fazer parte de uma organização sólida e ética, que transforma sonhos em realidades fantásticas para os nossos mais de 13 milhões de clientes. São mais de 101 sucursais e escritórios regionais em todo o Brasil.

O aprendizado faz parte do nosso DNA, e aqui, você terá incentivos, ferramentas e gente boa para você aprender e crescer, a cada dia, um ambiente de acolhimento e segurança, onde cada um possa ser e se orgulhar de quem se é, promovendo um espaço de respeito e vivendo de forma integral e com bem-estar, em uma empresa genuinamente humana.",Sênior,Não Informado
2393,Tech Lead Data Engineer,https://www.linkedin.com/jobs/search?keywords=%22Engenheiro%20De%20Dados%22&location=Brasil&geoId=106057199&f_TPR=r86400&position=7&pageNum=1&currentJobId=3622628630,São Paulo,SP,SantoDigital,,,Contrato,,,Engenheiro de Dados,"3622628630","Buscamos um profissional para atuar como tech lead do time engenheiro de dados em aplicações em ambiente Google Cloud. As responsabilidades do tech lead é liderar as squads de engenheiros de dados que incluem desenvolvimento de pipelines de dados, ingestão de dados por diversas fontes diferentes, governança ETL e ELT e Business Intelligence com Augmented Intelligence.

Responsabilidades e Atribuições


Liderar e ser o responsável técnico pelas entregas realizadas pelo time de dados;
Liderar iniciativas de capacitação técnica dos colaboradores do time de dados.
Atuar na arquitetura e desenvolvimento de pipelines de engenharia de dados de sistemas;
Construir arquiteturas de dados confiáveis junto aos times técnicos e de negócios;
Elaborar documentações, apresentações e relatórios técnicos sobre os sistemas em que atue, com o objetivo de melhorar a qualidade e o processos de desenvolvimento do projeto;
Fará parte da escolha, construção e integração de tecnologias que irão compor o nosso stack de dados, garantindo que nossa infraestrutura se torne referência em boas práticas e escalabilidade.;
Suporte ao time de pré-vendas;
Autonomia para execução e proposição de novas soluções;
Colaborar com o time de engenharia de dados para o crescimento pessoal e profissional dos engenheiros
Evangelizar a cultura de dados dentro da empresa e em nossos clientes


REQUISITOS:
Experiência com ambientes Google Cloud Platform
Experiência em projetos de integrações de dados
Experiência com orquestração de pipelines no Apache Airflow
Desenvolvimento e manutenção de rotinas de ETL;
Conhecimentos avançados em tecnologias e ferramentas de big data em cloud para ingestão, armazenamento e processamento de dados;
Conhecimentos avançados em estrutura de dados, desenvolvimento de software e algoritmos;
Sólidos conhecimentos em SQL, modelagem de bancos de dados relacionais e não relacionais
Sólidos conhecimentos em plataforma de Business Intelligence
Conhecimento sólido em desenvolvimento de software (análise de requisitos, arquitetura, design, codificação, testes e deployment de solução);
Conhecimentos em governança de dados e segurança em cloud;
Ferramentas de controle de versão como GIT
Sólido conhecimento de linguagem Python ou Java
Conhecimentos em SQL, Bancos de Dados Relacionais (MySQL, PostgreSQL, SQL Server)",Não Informado,Remoto
2396,Analista de dados,https://www.linkedin.com/jobs/search?keywords=%22Analista%20De%20Dados%22&location=Brasil&geoId=106057199&f_TPR=r86400&position=2&pageNum=0&currentJobId=3624269246,São Paulo,SP,MundoInvest,,,Tempo integral,,,Analista de Dados,"3624269246","O Mundo Invest é uma plataforma de tecnologia que tem como objetivo principal auxiliar na gestão financeira de forma 360º do investidor.

Estamos em busca de um especialista em B.I. para fazer parte da nossa equipe. Se você é apaixonado por dados, análise, gosta de investimentos e já tem proficiência em power BI esse desafio é pra você!

Qual seu desafio?

Produção de Dashboards para melhor gestão da empresa
Utilização de banco de dados relacionais para obter respostas que auxiliarão no processo de decisões da plataforma
Entendimento de forma macro e micro do business, onde o objetivo é encontrar principais gargalos de escala do projeto

O que esperamos?

Conhecimento e experiência com Power BI
Experiência em utilização de banco de dados relacionais para coleta e análise dos mesmos
Proatividade, independência e criatividade para solucionar os desafios
Espírito empreendedor e gás para conquistar espaço
Capacidade de aprendizagem independente

Será um diferencial se você tiver:
vontade de crescer :)
capacidade de participar/ auxiliar na estratégia de inserção dos dados da plataforma de uma forma organizada

Se você procura uma oportunidade em um local que proporciona oportunidade de crescimento e protagonismo, talvez seu lugar seja aqui.",Não Informado,Presencial
2385,Engenheiro de dados,https://www.linkedin.com/jobs/search?keywords=%22Engenheiro%20De%20Dados%22&location=Brasil&geoId=106057199&f_TPR=r86400&position=11&pageNum=0&currentJobId=3622662048,São Paulo,SP,Vybrant,,,Tempo integral,,,Engenheiro de Dados,"3622662048","Experiência na utilização de Data Factory, Databricks, Datalake, Python, SQL Server e Nuvem Azure;
Experiência em atuar em projetos utilizando metodologia ágil;
Inglês avançado ou fluente;
Desejável certificações na área de Dados.

Modelo de atuação: Híbrido, o cliente solicita disponibilidade de atuação 3x por semana presencial no escritório em São Paulo (Localizado no Itaim Bibi) e 2x por semana home office.",Não Informado,Híbrido
